Group ID	Poc ortholog	Poc chrom	Poc start	Poc stop	Pow ortholog	Pow chrom	Pow start	Pow stop
OG6_532384	PocGH01_04026600	PocGH01_04_v2	647570	648994	POWCR01_040022100	LT594508	722074	723498
OG6_100860	PocGH01_04026700	PocGH01_04_v2	650924	657865	POWCR01_040022200	LT594508	725451	732347
OG6_533662	PocGH01_04027000	PocGH01_04_v2	669639	670655	POWCR01_040022400	LT594508	744393	745453
OG6_533438	PocGH01_05011300	PocGH01_05_v2	64996	65520	POWCR01_050006700	LT594509	118257	118781
OG6_112288	PocGH01_05011500	PocGH01_05_v2	79598	80950	POWCR01_050006900	LT594509	132844	134196
OG6_102771	PocGH01_05011600	PocGH01_05_v2	82232	83014	POWCR01_050007000	LT594509	135458	136238
OG6_101926	PocGH01_05011700	PocGH01_05_v2	85045	85863	POWCR01_050007100	LT594509	138284	139102
OG6_102871	PocGH01_05011800	PocGH01_05_v2	87005	88944	POWCR01_050007200	LT594509	140285	142228
OG6_126637	PocGH01_05012000	PocGH01_05_v2	98217	99175	POWCR01_050007400	LT594509	151636	152623
OG6_103837	PocGH01_05012200	PocGH01_05_v2	105710	108865	POWCR01_050007600	LT594509	159278	162442
OG6_102141	PocGH01_05012400	PocGH01_05_v2	115788	117673	POWCR01_050007800	LT594509	169626	171507
OG6_100866	PocGH01_05012500	PocGH01_05_v2	119295	120665	POWCR01_050007900	LT594509	173146	174516
OG6_114899	PocGH01_05012600	PocGH01_05_v2	122869	124785	POWCR01_050008000	LT594509	176843	178867
OG6_533236	PocGH01_05012800	PocGH01_05_v2	129971	132739	POWCR01_050008200	LT594509	184162	186945
OG6_100478	PocGH01_05013000	PocGH01_05_v2	137431	139039	POWCR01_050008400	LT594509	191386	193010
OG6_160733	PocGH01_05013500	PocGH01_05_v2	160806	161450	POWCR01_050008900	LT594509	214888	215532
OG6_101760	PocGH01_05013900	PocGH01_05_v2	176570	180310	POWCR01_050009400	LT594509	231124	235332
OG6_532647	PocGH01_05014000	PocGH01_05_v2	181025	183641	POWCR01_050009500	LT594509	236080	238703
OG6_101640	PocGH01_05014200	PocGH01_05_v2	186898	188617	POWCR01_050009600	LT594509	241919	243672
OG6_138474	PocGH01_05014300	PocGH01_05_v2	190395	191225	POWCR01_050009700	LT594509	245367	246185
OG6_101833	PocGH01_05014400	PocGH01_05_v2	192330	196592	POWCR01_050009800	LT594509	247316	251494
OG6_100493	PocGH01_05014500	PocGH01_05_v2	199215	201318	POWCR01_050009900	LT594509	254398	256662
OG6_102272	PocGH01_05014600	PocGH01_05_v2	201910	203508	POWCR01_050010000	LT594509	257198	258985
OG6_129556	PocGH01_05014700	PocGH01_05_v2	206270	208153	POWCR01_050010100	LT594509	261696	263603
OG6_146166	PocGH01_05015100	PocGH01_05_v2	249565	250842	POWCR01_050010500	LT594509	305653	306915
OG6_156435	PocGH01_05015200	PocGH01_05_v2	251987	252967	POWCR01_050010600	LT594509	308169	309143
OG6_104546	PocGH01_05015300	PocGH01_05_v2	253854	254111	POWCR01_050010700	LT594509	309994	310251
OG6_103057	PocGH01_05015400	PocGH01_05_v2	254682	256796	POWCR01_050010800	LT594509	310758	312875
OG6_139518	PocGH01_05015500	PocGH01_05_v2	258007	259076	POWCR01_050010900	LT594509	314216	315296
OG6_121103	PocGH01_05015600	PocGH01_05_v2	259859	260329	POWCR01_050011000	LT594509	316059	316529
OG6_102124	PocGH01_05015700	PocGH01_05_v2	261223	262144	POWCR01_050011100	LT594509	317293	318235
OG6_102548	PocGH01_05015900	PocGH01_05_v2	264975	270470	POWCR01_050011200	LT594509	321092	326614
OG6_532549	PocGH01_05016000	PocGH01_05_v2	273561	276956	POWCR01_050011300	LT594509	329856	333218
OG6_152391	PocGH01_05016200	PocGH01_05_v2	282871	286476	POWCR01_050011500	LT594509	339385	342997
OG6_102453	PocGH01_05016300	PocGH01_05_v2	287722	289224	POWCR01_050011600	LT594509	344261	345766
OG6_139471	PocGH01_05016400	PocGH01_05_v2	290269	291606	POWCR01_050011700	LT594509	346736	348045
OG6_533029	PocGH01_05016500	PocGH01_05_v2	293122	294858	POWCR01_050011800	LT594509	349664	351418
OG6_136413	PocGH01_05016600	PocGH01_05_v2	295766	298054	POWCR01_050011900	LT594509	352344	354638
OG6_533253	PocGH01_05016700	PocGH01_05_v2	298445	302212	POWCR01_050012000	LT594509	354996	358771
OG6_532909	PocGH01_05016800	PocGH01_05_v2	303612	305879	POWCR01_050012200	LT594509	362542	364809
OG6_101430	PocGH01_05016900	PocGH01_05_v2	307833	308789	POWCR01_050012300	LT594509	366743	367699
OG6_125520	PocGH01_05017000	PocGH01_05_v2	310885	312954	POWCR01_050012400	LT594509	369830	371836
OG6_179336	PocGH01_05017100	PocGH01_05_v2	314242	314766	POWCR01_050012500	LT594509	373137	373648
OG6_101396	PocGH01_05017200	PocGH01_05_v2	316469	317722	POWCR01_050012600	LT594509	375291	376544
OG6_533725	PocGH01_05017300	PocGH01_05_v2	318961	320472	POWCR01_050012700	LT594509	377818	379329
OG6_105308	PocGH01_05017400	PocGH01_05_v2	321361	323557	POWCR01_050012800	LT594509	380213	382431
OG6_101489	PocGH01_05017500	PocGH01_05_v2	325346	331039	POWCR01_050012900	LT594509	384124	389854
OG6_102929	PocGH01_05017700	PocGH01_05_v2	339706	341071	POWCR01_050013100	LT594509	399339	400842
OG6_102288	PocGH01_05018000	PocGH01_05_v2	351810	352781	POWCR01_050013400	LT594509	411869	412840
OG6_533198	PocGH01_05018100	PocGH01_05_v2	355366	357621	POWCR01_050013500	LT594509	415540	417873
OG6_100992	PocGH01_05018200	PocGH01_05_v2	358549	360961	POWCR01_050013600	LT594509	418909	421382
OG6_103843	PocGH01_05018300	PocGH01_05_v2	363957	365307	POWCR01_050013700	LT594509	424456	425946
OG6_102408	PocGH01_05018500	PocGH01_05_v2	369972	370465	POWCR01_050013900	LT594509	430580	431135
OG6_150664	PocGH01_05018800	PocGH01_05_v2	377902	378798	POWCR01_050014100	LT594509	438467	439315
OG6_101056	PocGH01_05018900	PocGH01_05_v2	378992	381091	POWCR01_050014200	LT594509	439643	441751
OG6_149551	PocGH01_05019000	PocGH01_05_v2	381704	382440	POWCR01_050014300	LT594509	442379	443169
OG6_103007	PocGH01_05019100	PocGH01_05_v2	383109	383777	POWCR01_050014400	LT594509	443833	444510
OG6_101015	PocGH01_05019200	PocGH01_05_v2	385523	386343	POWCR01_050014500	LT594509	446255	447022
OG6_101493	PocGH01_05019400	PocGH01_05_v2	391839	392528	POWCR01_050014600	LT594509	447793	448485
OG6_532777	PocGH01_05019500	PocGH01_05_v2	393909	395242	POWCR01_050014700	LT594509	449871	450270
OG6_151105	PocGH01_05019600	PocGH01_05_v2	400090	402842	POWCR01_050014800	LT594509	456051	458744
OG6_118066	PocGH01_05019700	PocGH01_05_v2	403253	403912	POWCR01_050014900	LT594509	459069	459738
OG6_533243	PocGH01_05019900	PocGH01_05_v2	419001	423793	POWCR01_050015100	LT594509	477402	482466
OG6_100311	PocGH01_05020100	PocGH01_05_v2	427337	430662	POWCR01_050015300	LT594509	486026	489308
OG6_112393	PocGH01_05020200	PocGH01_05_v2	432314	434090	POWCR01_050015400	LT594509	491138	492797
OG6_532899	PocGH01_05020300	PocGH01_05_v2	436095	438329	POWCR01_050015500	LT594509	494985	497339
OG6_533285	PocGH01_05020400	PocGH01_05_v2	440424	442017	POWCR01_050015600	LT594509	499447	501059
OG6_102888	PocGH01_05020600	PocGH01_05_v2	450745	452682	POWCR01_050015800	LT594509	509688	511625
OG6_215339	PocGH01_05020700	PocGH01_05_v2	454205	455946	POWCR01_050015900	LT594509	513389	515143
OG6_101779	PocGH01_05020800	PocGH01_05_v2	457250	463072	POWCR01_050016000	LT594509	516471	522207
OG6_101597	PocGH01_05020900	PocGH01_05_v2	464113	464944	POWCR01_050016100	LT594509	523235	524070
OG6_420617	PocGH01_05021000	PocGH01_05_v2	465580	471778	POWCR01_050016200	LT594509	524825	531131
OG6_140451	PocGH01_05021100	PocGH01_05_v2	472767	474539	POWCR01_050016300	LT594509	532142	533923
OG6_146115	PocGH01_05021200	PocGH01_05_v2	476736	477640	POWCR01_050016400	LT594509	536496	537423
OG6_101806	PocGH01_05021300	PocGH01_05_v2	478394	481346	POWCR01_050016500	LT594509	538254	541231
OG6_533561	PocGH01_05021400	PocGH01_05_v2	483581	485596	POWCR01_050016600	LT594509	543476	545497
OG6_533052	PocGH01_05021500	PocGH01_05_v2	486934	489834	POWCR01_050016700	LT594509	546717	549683
OG6_533768	PocGH01_05021600	PocGH01_05_v2	491400	493310	POWCR01_050016800	LT594509	551351	553336
OG6_101976	PocGH01_05021700	PocGH01_05_v2	494728	495772	POWCR01_050016900	LT594509	554756	555809
OG6_103309	PocGH01_05022200	PocGH01_05_v2	523833	527535	POWCR01_050017300	LT594509	586344	590103
OG6_101827	PocGH01_05022300	PocGH01_05_v2	528729	531126	POWCR01_050017400	LT594509	591761	594196
OG6_101508	PocGH01_05022400	PocGH01_05_v2	533351	534417	POWCR01_050017500	LT594509	596591	597659
OG6_104025	PocGH01_05022600	PocGH01_05_v2	541647	544156	POWCR01_050017700	LT594509	605775	608293
OG6_100283	PocGH01_05022700	PocGH01_05_v2	546418	548194	POWCR01_050017800	LT594509	610687	612591
OG6_533699	PocGH01_05022800	PocGH01_05_v2	552030	554132	POWCR01_050017900	LT594509	616722	618800
OG6_103584	PocGH01_05022900	PocGH01_05_v2	557490	558761	POWCR01_050018100	LT594509	622408	623667
OG6_123380	PocGH01_05023000	PocGH01_05_v2	563681	563980	POWCR01_050018200	LT594509	631104	631403
OG6_533203	PocGH01_05023300	PocGH01_05_v2	576718	579894	POWCR01_050018400	LT594509	645492	648653
OG6_100377	PocGH01_05023400	PocGH01_05_v2	580580	581965	POWCR01_050018500	LT594509	649371	650585
OG6r20_123028	PocGH01_05023700	PocGH01_05_v2	600966	603266	POWCR01_050018900	LT594509	669088	671436
OG6_101467	PocGH01_05023800	PocGH01_05_v2	603350	605812	POWCR01_050019000	LT594509	671565	674207
OG6_101845	PocGH01_05023900	PocGH01_05_v2	606394	607590	POWCR01_050019100	LT594509	674902	676101
OG6_143002	PocGH01_05024000	PocGH01_05_v2	608299	609270	POWCR01_050019200	LT594509	676858	677718
OG6_103373	PocGH01_05024200	PocGH01_05_v2	613415	614285	POWCR01_050019400	LT594509	682413	683309
OG6_129679	PocGH01_05024400	PocGH01_05_v2	620498	621522	POWCR01_050019600	LT594509	689797	690831
OG6_156219	PocGH01_05024500	PocGH01_05_v2	624111	625434	POWCR01_050019700	LT594509	693271	694648
OG6_532359	PocGH01_05024600	PocGH01_05_v2	627287	631337	POWCR01_050019800	LT594509	699124	701559
OG6_102450	PocGH01_05024700	PocGH01_05_v2	632669	633301	POWCR01_050019900	LT594509	703119	703751
OG6_100772	PocGH01_05024800	PocGH01_05_v2	633707	634701	POWCR01_050020000	LT594509	704092	705159
OG6_102504	PocGH01_05024900	PocGH01_05_v2	635299	636741	POWCR01_050020100	LT594509	705863	707272
OG6_102142	PocGH01_05025100	PocGH01_05_v2	641641	645786	POWCR01_050020300	LT594509	712538	716839
OG6_532635	PocGH01_05025200	PocGH01_05_v2	646952	648281	POWCR01_050020400	LT594509	718407	719705
OG6_102687	PocGH01_05025300	PocGH01_05_v2	648904	651514	POWCR01_050020500	LT594509	720954	723298
OG6_533653	PocGH01_05025400	PocGH01_05_v2	651528	653743	POWCR01_050020600	LT594509	724105	725771
OG6_134712	PocGH01_05025500	PocGH01_05_v2	654881	655503	POWCR01_050020700	LT594509	727016	727645
OG6_104882	PocGH01_05025600	PocGH01_05_v2	656615	657526	POWCR01_050020800	LT594509	728812	729723
OG6_101965	PocGH01_05025700	PocGH01_05_v2	658031	659556	POWCR01_050020900	LT594509	730309	731902
OG6_107817	PocGH01_05025800	PocGH01_05_v2	660953	661984	POWCR01_050021000	LT594509	733301	734332
OG6_105536	PocGH01_05025900	PocGH01_05_v2	663777	664742	POWCR01_050021100	LT594509	736126	737091
OG6_101380	PocGH01_05026000	PocGH01_05_v2	665089	668416	POWCR01_050021200	LT594509	737463	740807
OG6_146108	PocGH01_05026300	PocGH01_05_v2	689902	690821	POWCR01_050021500	LT594509	761684	762633
OG6_104671	PocGH01_05026400	PocGH01_05_v2	693574	694560	POWCR01_050021600	LT594509	765318	766202
OG6r20_104899	PocGH01_05026500	PocGH01_05_v2	696123	697957	POWCR01_050021700	LT594509	767705	769557
OG6_101082	PocGH01_05026600	PocGH01_05_v2	698879	701394	POWCR01_050021800	LT594509	770378	772895
OG6_134705	PocGH01_05026700	PocGH01_05_v2	702788	703731	POWCR01_050021900	LT594509	774614	775563
OG6_156397	PocGH01_05026800	PocGH01_05_v2	704890	706746	POWCR01_050022000	LT594509	776765	778621
OG6_533329	PocGH01_05026900	PocGH01_05_v2	707645	708019	POWCR01_050022100	LT594509	779554	779928
OG6_130099	PocGH01_05027000	PocGH01_05_v2	710720	713425	POWCR01_050022200	LT594509	782743	785452
OG6_100709	PocGH01_05027100	PocGH01_05_v2	713951	715090	POWCR01_050022300	LT594509	786038	787177
OG6_139479	PocGH01_05027400	PocGH01_05_v2	724956	729517	POWCR01_050022600	LT594509	797203	801841
OG6_101375	PocGH01_05027500	PocGH01_05_v2	730176	730811	POWCR01_050022700	LT594509	802525	803148
OG6_532880	PocGH01_05028100	PocGH01_05_v2	744906	747280	POWCR01_050023100	LT594509	826470	828433
OG6r20_131743	PocGH01_05028200	PocGH01_05_v2	749177	752029	POWCR01_050023200	LT594509	830205	833108
OG6r20_104252	PocGH01_05028300	PocGH01_05_v2	755992	756908	POWCR01_050022900	LT594509	815577	816119
OG6_101427	PocGH01_05028400	PocGH01_05_v2	762457	764370	POWCR01_050023500	LT594509	843815	845740
OG6_101861	PocGH01_05028500	PocGH01_05_v2	765341	767951	POWCR01_050023600	LT594509	846661	849268
OG6_533162	PocGH01_05028600	PocGH01_05_v2	770541	785606	POWCR01_050023700	LT594509	852114	867185
OG6_102464	PocGH01_05029000	PocGH01_05_v2	798707	800713	POWCR01_050024000	LT594509	880474	882483
OG6_532511	PocGH01_05029100	PocGH01_05_v2	802976	805314	POWCR01_050024100	LT594509	884919	887252
OG6_100938	PocGH01_05029300	PocGH01_05_v2	821674	825426	POWCR01_050024300	LT594509	903858	907562
OG6_103094	PocGH01_05029400	PocGH01_05_v2	829333	830637	POWCR01_050024400	LT594509	911645	912946
OG6r20_101394	PocGH01_05029500	PocGH01_05_v2	832324	834384	POWCR01_050024500	LT594509	914589	916649
OG6_533625	PocGH01_05029600	PocGH01_05_v2	843067	843648	POWCR01_050024600	LT594509	925893	926511
OG6_102403	PocGH01_05029700	PocGH01_05_v2	843933	845360	POWCR01_050024700	LT594509	926756	928204
OG6_102650	PocGH01_05029800	PocGH01_05_v2	847409	851923	POWCR01_050024800	LT594509	930318	934748
OG6_101333	PocGH01_05029900	PocGH01_05_v2	852851	854542	POWCR01_050024900	LT594509	935712	937451
OG6_132762	PocGH01_05030000	PocGH01_05_v2	855205	857378	POWCR01_050025000	LT594509	938237	940382
OG6_158739	PocGH01_05030100	PocGH01_05_v2	859770	861493	POWCR01_050025100	LT594509	942745	944487
OG6_103739	PocGH01_05030200	PocGH01_05_v2	862557	865332	POWCR01_050025200	LT594509	945570	948422
OG6_101505	PocGH01_05030400	PocGH01_05_v2	869072	869482	POWCR01_050025400	LT594509	952136	952546
OG6_533744	PocGH01_05030600	PocGH01_05_v2	872486	879455	POWCR01_050025600	LT594509	955711	962927
OG6_171398	PocGH01_05030700	PocGH01_05_v2	880090	881625	POWCR01_050025700	LT594509	963595	965130
OG6_101736	PocGH01_05030800	PocGH01_05_v2	884455	885617	POWCR01_050025800	LT594509	967942	969142
OG6_533455	PocGH01_05030900	PocGH01_05_v2	887793	888728	POWCR01_050026000	LT594509	971545	972480
OG6_102271	PocGH01_05031000	PocGH01_05_v2	889305	890048	POWCR01_050026100	LT594509	973094	973810
OG6_350881	PocGH01_05031200	PocGH01_05_v2	907808	918555	POWCR01_050026300	LT594509	991756	1002643
OG6_101547	PocGH01_05031300	PocGH01_05_v2	922661	924394	POWCR01_050026400	LT594509	1006731	1008632
OG6_101866	PocGH01_05031500	PocGH01_05_v2	931138	932844	POWCR01_050026600	LT594509	1015418	1017124
OG6r20_102331	PocGH01_05031600	PocGH01_05_v2	934864	943767	POWCR01_050026700	LT594509	1023324	1032335
OG6_533004	PocGH01_05031900	PocGH01_05_v2	949401	950867	POWCR01_050026900	LT594509	1038436	1039905
OG6_532738	PocGH01_05032000	PocGH01_05_v2	950919	957567	POWCR01_050027000	LT594509	1039957	1046772
OG6_532925	PocGH01_05032100	PocGH01_05_v2	960354	960749	POWCR01_050027100	LT594509	1049546	1049941
OG6r20_199575	PocGH01_05032200	PocGH01_05_v2	962364	962579	POWCR01_050027200	LT594509	1051409	1051624
OG6_100431	PocGH01_05032300	PocGH01_05_v2	964254	965842	POWCR01_050027300	LT594509	1054018	1055618
OG6_100904	PocGH01_05032700	PocGH01_05_v2	995237	996142	POWCR01_050027600	LT594509	1083207	1084265
OG6_532833	PocGH01_05032900	PocGH01_05_v2	1006565	1006984	POWCR01_050027800	LT594509	1095041	1095460
OG6_101114	PocGH01_05033000	PocGH01_05_v2	1008111	1009283	POWCR01_050027900	LT594509	1096806	1097978
OG6_156366	PocGH01_05033100	PocGH01_05_v2	1010528	1012920	POWCR01_050028000	LT594509	1099248	1101744
OG6_215323	PocGH01_05033200	PocGH01_05_v2	1013412	1014662	POWCR01_050028100	LT594509	1102261	1103526
OG6_105022	PocGH01_05033400	PocGH01_05_v2	1018070	1018829	POWCR01_050028300	LT594509	1107082	1107842
OG6_136486	PocGH01_05033500	PocGH01_05_v2	1019452	1020086	POWCR01_050028400	LT594509	1108484	1110127
OG6_125460	PocGH01_05033600	PocGH01_05_v2	1021071	1022698	POWCR01_010013800	LT594505	422679	423547
OG6_127991	PocGH01_05033800	PocGH01_05_v2	1028408	1029667	POWCR01_050028700	LT594509	1117974	1119239
OG6r20_109940	PocGH01_05034000	PocGH01_05_v2	1036076	1037227	POWCR01_050028900	LT594509	1125649	1127177
OG6_101046	PocGH01_06010100	PocGH01_06_v2	2385	5705	POWCR01_060005100	LT594510	7693	10977
OG6_532558	PocGH01_06010200	PocGH01_06_v2	6449	7276	POWCR01_060005200	LT594510	11775	12662
OG6_134153	PocGH01_06010300	PocGH01_06_v2	8840	10576	POWCR01_060005300	LT594510	14250	15990
OG6_533064	PocGH01_06010600	PocGH01_06_v2	17723	18537	POWCR01_060005600	LT594510	23310	24404
OG6r20_193665	PocGH01_06010800	PocGH01_06_v2	26525	28112	POWCR01_060005900	LT594510	33194	34333
OG6_533248	PocGH01_06010900	PocGH01_06_v2	28885	32028	POWCR01_060006000	LT594510	35129	38279
OG6_102014	PocGH01_06011000	PocGH01_06_v2	33251	34806	POWCR01_060006100	LT594510	39742	41353
OG6_532344	PocGH01_06011200	PocGH01_06_v2	37783	38535	POWCR01_060006300	LT594510	44404	45156
OG6_108812	PocGH01_06011300	PocGH01_06_v2	39002	46403	POWCR01_060006400	LT594510	45651	53055
OG6_124535	PocGH01_06011400	PocGH01_06_v2	48041	50602	POWCR01_060006500	LT594510	54145	56796
OG6r20_197448	PocGH01_06011500	PocGH01_06_v2	53269	53973	POWCR01_060006600	LT594510	59721	60374
OG6_104709	PocGH01_06011700	PocGH01_06_v2	56552	61591	POWCR01_060006700	LT594510	63182	67993
OG6_532536	PocGH01_06011900	PocGH01_06_v2	68279	70380	POWCR01_060006900	LT594510	74886	77050
OG6_532554	PocGH01_06012000	PocGH01_06_v2	70702	72573	POWCR01_060007000	LT594510	77405	79420
OG6_532782	PocGH01_06012300	PocGH01_06_v2	90570	91274	POWCR01_060007300	LT594510	97925	98629
OG6_129560	PocGH01_06012400	PocGH01_06_v2	92119	97497	POWCR01_060007400	LT594510	99529	104925
OG6_100932	PocGH01_06012500	PocGH01_06_v2	106583	107156	POWCR01_060007500	LT594510	114053	114631
OG6_104175	PocGH01_06012600	PocGH01_06_v2	107964	115528	POWCR01_060007600	LT594510	122571	123489
OG6_101163	PocGH01_06012900	PocGH01_06_v2	123285	126212	POWCR01_060007900	LT594510	131432	134365
OG6_100707	PocGH01_06013000	PocGH01_06_v2	128347	128721	POWCR01_060008000	LT594510	136564	136938
OG6_101498	PocGH01_06013200	PocGH01_06_v2	135572	136293	POWCR01_060008200	LT594510	143765	144501
OG6_532885	PocGH01_06013300	PocGH01_06_v2	138024	140958	POWCR01_060008300	LT594510	146144	149107
OG6_101571	PocGH01_06013400	PocGH01_06_v2	143188	145377	POWCR01_060008400	LT594510	151564	153753
OG6_102591	PocGH01_06013500	PocGH01_06_v2	145655	147413	POWCR01_060008500	LT594510	154019	155821
OG6_129401	PocGH01_06013600	PocGH01_06_v2	148094	149410	POWCR01_060008600	LT594510	156536	157873
OG6_533308	PocGH01_06013700	PocGH01_06_v2	149956	155620	POWCR01_060008700	LT594510	158353	164203
OG6_101162	PocGH01_06013800	PocGH01_06_v2	156635	160797	POWCR01_060008800	LT594510	165148	169478
OG6_100600	PocGH01_06014000	PocGH01_06_v2	166632	167908	POWCR01_060009000	LT594510	175396	176831
OG6_139436	PocGH01_06014100	PocGH01_06_v2	170785	172347	POWCR01_060009100	LT594510	179745	181265
OG6_532849	PocGH01_06014200	PocGH01_06_v2	172958	177532	POWCR01_060009200	LT594510	181916	186493
OG6_533017	PocGH01_06014300	PocGH01_06_v2	179247	181016	POWCR01_060009300	LT594510	188226	189998
OG6_533360	PocGH01_06014400	PocGH01_06_v2	182221	183717	POWCR01_060009400	LT594510	191316	192895
OG6_100462	PocGH01_06014500	PocGH01_06_v2	185401	188391	POWCR01_060009500	LT594510	194533	196528
OG6_102064	PocGH01_06014700	PocGH01_06_v2	193433	194224	POWCR01_060009700	LT594510	202807	203598
OG6_102864	PocGH01_06015200	PocGH01_06_v2	244192	245145	POWCR01_060010200	LT594510	254075	255044
OG6_532912	PocGH01_06015300	PocGH01_06_v2	245642	248044	POWCR01_060010300	LT594510	255536	257940
OG6_164487	PocGH01_06015400	PocGH01_06_v2	252497	254133	POWCR01_060010400	LT594510	262380	264007
OG6_101425	PocGH01_06015600	PocGH01_06_v2	268577	270280	POWCR01_060010600	LT594510	277765	279468
OG6_103804	PocGH01_06015700	PocGH01_06_v2	272513	275188	POWCR01_060010700	LT594510	281563	284250
OG6_100156	PocGH01_06015800	PocGH01_06_v2	275962	277044	POWCR01_060010800	LT594510	285039	286121
OG6_105784	PocGH01_06015900	PocGH01_06_v2	281041	283608	POWCR01_060010900	LT594510	289940	292501
OG6_104066	PocGH01_06016000	PocGH01_06_v2	284192	285139	POWCR01_060011000	LT594510	293073	294007
OG6_533014	PocGH01_06016100	PocGH01_06_v2	286372	287706	POWCR01_060011100	LT594510	295294	296628
OG6_151672	PocGH01_06016400	PocGH01_06_v2	308612	309660	POWCR01_060011400	LT594510	317454	318546
OG6_104299	PocGH01_06016500	PocGH01_06_v2	309683	311329	POWCR01_060011500	LT594510	318569	320369
OG6_104472	PocGH01_06016700	PocGH01_06_v2	311775	314953	POWCR01_060011600	LT594510	320899	324523
OG6_532691	PocGH01_06016800	PocGH01_06_v2	316360	318603	POWCR01_060011700	LT594510	325650	327902
OG6r20_103256	PocGH01_06016900	PocGH01_06_v2	320111	322546	POWCR01_060011800	LT594510	329413	331903
OG6_102222	PocGH01_06017000	PocGH01_06_v2	323472	332678	POWCR01_060011900	LT594510	332876	342172
OG6_533068	PocGH01_06017100	PocGH01_06_v2	340857	342371	POWCR01_060012000	LT594510	350291	351838
OG6_133884	PocGH01_06017300	PocGH01_06_v2	348301	348786	POWCR01_060012200	LT594510	357906	358391
OG6_139459	PocGH01_06017400	PocGH01_06_v2	349530	349940	POWCR01_060012300	LT594510	359150	359572
OG6_533166	PocGH01_06017600	PocGH01_06_v2	353429	354154	POWCR01_060012500	LT594510	363035	363760
OG6_156402	PocGH01_06017700	PocGH01_06_v2	354225	356407	POWCR01_060012600	LT594510	363831	366047
OG6_134699	PocGH01_06017800	PocGH01_06_v2	357150	358682	POWCR01_060012700	LT594510	366752	368239
OG6_533427	PocGH01_06017900	PocGH01_06_v2	362292	365855	POWCR01_060012800	LT594510	372233	375802
OG6_532449	PocGH01_06018000	PocGH01_06_v2	366960	370043	POWCR01_060012900	LT594510	376978	380061
OG6_533568	PocGH01_06018400	PocGH01_06_v2	385692	388310	POWCR01_060013300	LT594510	396069	398762
OG6_103593	PocGH01_06018700	PocGH01_06_v2	413676	413879	POWCR01_060013600	LT594510	424993	425196
OG6_146179	PocGH01_06018800	PocGH01_06_v2	414501	415082	POWCR01_060013700	LT594510	425756	426337
OG6_532445	PocGH01_06019200	PocGH01_06_v2	428750	429885	POWCR01_060014000	LT594510	440074	441237
OG6_124785	PocGH01_06019300	PocGH01_06_v2	430750	432360	POWCR01_060014100	LT594510	441867	443480
OG6_101383	PocGH01_06019500	PocGH01_06_v2	436893	438511	POWCR01_060014300	LT594510	448056	449677
OG6_532487	PocGH01_06019600	PocGH01_06_v2	440168	440389	POWCR01_060014400	LT594510	451337	451558
OG6_100806	PocGH01_06019800	PocGH01_06_v2	452345	453709	POWCR01_060014600	LT594510	463714	465085
OG6_100546	PocGH01_06019900	PocGH01_06_v2	455081	455938	POWCR01_060014700	LT594510	466432	467289
OG6_103043	PocGH01_06020200	PocGH01_06_v2	468812	470419	POWCR01_060015000	LT594510	479738	481345
OG6_101292	PocGH01_06020300	PocGH01_06_v2	471963	473727	POWCR01_060015100	LT594510	482753	484848
OG6_102167	PocGH01_06020400	PocGH01_06_v2	476975	477674	POWCR01_060015200	LT594510	487161	488802
OG6_532992	PocGH01_06020500	PocGH01_06_v2	478887	479384	POWCR01_060015300	LT594510	490041	490538
OG6_104526	PocGH01_06020700	PocGH01_06_v2	482169	483842	POWCR01_060015500	LT594510	493332	495059
OG6_100665	PocGH01_06020800	PocGH01_06_v2	485320	486480	POWCR01_060015600	LT594510	496554	497714
OG6_119670	PocGH01_06020900	PocGH01_06_v2	489087	491564	POWCR01_060015700	LT594510	500526	503046
OG6_100549	PocGH01_06021000	PocGH01_06_v2	492587	496306	POWCR01_060015800	LT594510	504017	507669
OG6_101704	PocGH01_06021100	PocGH01_06_v2	497110	498996	POWCR01_060015900	LT594510	508955	510904
OG6_102606	PocGH01_06021300	PocGH01_06_v2	502462	503715	POWCR01_060016100	LT594510	514252	515565
OG6_102220	PocGH01_06021400	PocGH01_06_v2	504753	505814	POWCR01_060016200	LT594510	516640	517686
OG6_533102	PocGH01_06021600	PocGH01_06_v2	511466	512910	POWCR01_060016400	LT594510	524126	525589
OG6_160739	PocGH01_06021800	PocGH01_06_v2	519710	520228	POWCR01_060016600	LT594510	532607	533134
OG6_111692	PocGH01_06021900	PocGH01_06_v2	522177	523598	POWCR01_060016700	LT594510	535074	536457
OG6_533023	PocGH01_06022100	PocGH01_06_v2	530162	534700	POWCR01_060016900	LT594510	543364	547971
OG6_533209	PocGH01_06022200	PocGH01_06_v2	535691	537253	POWCR01_060017000	LT594510	548985	550547
OG6_122827	PocGH01_06022400	PocGH01_06_v2	540269	541867	POWCR01_060017200	LT594510	554075	555679
OG6_532907	PocGH01_06022500	PocGH01_06_v2	543875	544231	POWCR01_060017300	LT594510	557957	558346
OG6_103627	PocGH01_06022600	PocGH01_06_v2	545908	546999	POWCR01_060017400	LT594510	560286	561377
OG6_532493	PocGH01_06022700	PocGH01_06_v2	548237	551317	POWCR01_060017500	LT594510	562577	565663
OG6_141183	PocGH01_06022800	PocGH01_06_v2	552774	554099	POWCR01_060017600	LT594510	567091	568416
OG6_533647	PocGH01_06022900	PocGH01_06_v2	558606	562976	POWCR01_060017700	LT594510	575169	579548
